10	R	7396
10	J	7411
9	R	7411
9	J	7426
8	R	7426
8	J	7441
16	R	7441
16	J	7456
15	R	7456
7	J	7471
15	J	7471
7	R	7471
7	W	7471
14	R	7471
14	J	7486
13	R	7486
13	J	7501
12	R	7501
12	J	7516
11	R	7516
11	J	7531
10	R	7531
10	J	7546
9	R	7546
9	J	7561
8	R	7561
7	J	7576
8	J	7576
7	R	7576
7	W	7576
16	R	7576
16	J	7591
15	R	7591
15	J	7606
14	R	7606
14	J	7621
13	R	7621
13	J	7636
12	R	7636
12	J	7651
11	R	7651
11	J	7666
10	R	7666
7	J	7681
10	J	7681
7	R	7681
7	W	7681
9	R	7681
9	J	7696
8	R	7696
8	J	7711
16	R	7711
16	J	7726
15	R	7726
15	J	7741
14	R	7741
14	J	7756
13	R	7756
13	J	7771
12	R	7771
7	J	7786
12	J	7786
7	R	7786
7	W	7786
11	R	7786
11	J	7801
10	R	7801
10	J	7816
9	R	7816
9	J	7831
8	R	7831
8	J	7846
16	R	7846
16	J	7861
15	R	7861
15	J	7876
14	R	7876
7	J	7891
14	J	7891
7	R	7891
7	W	7891
13	R	7891
13	J	7906
12	R	7906
12	J	7921
11	R	7921
11	J	7936
10	R	7936
10	J	7951
9	R	7951
9	J	7966
8	R	7966
8	J	7981
16	R	7981
7	J	7996
16	J	7996
7	R	7996
7	W	7996
15	R	7996
15	J	8011
14	R	8011
14	J	8026
13	R	8026
13	J	8041
12	R	8041
12	J	8056
11	R	8056
11	J	8071
10	R	8071
10	J	8086
9	R	8086
7	J	8101
9	J	8101
7	R	8101
7	W	8101
8	R	8101
8	J	8116
16	R	8116
16	J	8131
15	R	8131
15	J	8146
14	R	8146
14	J	8161
13	R	8161
13	J	8176
12	R	8176
12	J	8191
11	R	8191
7	J	8206
11	J	8206
7	R	8206
7	W	8206
10	R	8206
10	J	8221
9	R	8221
9	J	8236
8	R	8236
8	J	8251
16	R	8251
16	J	8266
15	R	8266
15	J	8281
14	R	8281
14	J	8296
13	R	8296
7	J	8311
13	J	8311
7	R	8311
7	W	8311
12	R	8311
12	J	8326
11	R	8326
11	J	8341
10	R	8341
10	J	8356
9	R	8356
9	J	8371
8	R	8371
8	W	8376
16	R	8376
16	J	8391
15	R	8391
15	J	8406
14	R	8406
7	J	8421
14	J	8421
7	R	8421
7	W	8421
13	R	8421
13	J	8436
12	R	8436
12	J	8451
11	R	8451
11	J	8466
10	R	8466
8	J	8481
10	J	8481
8	R	8481
8	W	8481
9	R	8481
9	J	8496
16	R	8496
16	J	8511
15	R	8511
7	J	8526
15	J	8526
7	R	8526
7	W	8526
14	R	8526
14	J	8541
13	R	8541
13	J	8556
12	R	8556
12	J	8571
11	R	8571
8	J	8586
11	J	8586
8	R	8586
8	W	8586
10	R	8586
10	J	8601
9	R	8601
9	J	8616
16	R	8616
7	J	8631
16	J	8631
7	R	8631
7	W	8631
15	R	8631
15	J	8646
14	R	8646
14	J	8661
13	R	8661
13	J	8676
12	R	8676
8	J	8691
12	J	8691
8	R	8691
8	W	8691
11	R	8691
11	J	8706
10	R	8706
10	J	8721
9	R	8721
7	J	8736
9	J	8736
7	R	8736
7	E	8736
6	J	8736
6	R	8736
6	W	8736
16	R	8736
16	J	8751
15	R	8751
15	J	8766
14	R	8766
14	J	8781
13	R	8781
8	J	8796
13	J	8796
8	R	8796
8	W	8796
12	R	8796
12	J	8811
11	R	8811
11	J	8826
10	R	8826
10	J	8841
9	R	8841
9	J	8856
16	R	8856
16	J	8871
15	R	8871
15	J	8886
14	R	8886
8	J	8901
14	J	8901
8	R	8901
8	W	8901
13	R	8901
13	J	8916
12	R	8916
12	J	8931
11	R	8931
11	J	8946
10	R	8946
10	J	8961
9	R	8961
9	J	8976
16	R	8976
16	J	8991
15	R	8991
8	J	9006
15	J	9006
8	R	9006
8	W	9006
14	R	9006
14	J	9021
13	R	9021
13	J	9036
12	R	9036
12	J	9051
11	R	9051
11	J	9066
10	R	9066
10	J	9081
9	R	9081
9	J	9096
16	R	9096
8	J	9111
16	J	9111
8	R	9111
8	W	9111
15	R	9111
15	J	9126
14	R	9126
14	J	9141
13	R	9141
13	J	9156
12	R	9156
12	J	9171
11	R	9171
11	J	9186
10	R	9186
10	J	9201
9	R	9201
8	J	9216
9	J	9216
8	R	9216
8	W	9216
16	R	9216
16	J	9231
15	R	9231
15	J	9246
14	R	9246
14	J	9261
13	R	9261
13	J	9276
12	R	9276
12	J	9291
11	R	9291
11	J	9306
10	R	9306
8	J	9321
10	J	9321
8	R	9321
8	W	9321
9	R	9321
9	J	9336
16	R	9336
16	J	9351
15	R	9351
15	J	9366
14	R	9366
14	J	9381
13	R	9381
13	J	9396
12	R	9396
12	J	9411
11	R	9411
8	J	9426
11	J	9426
8	R	9426
8	W	9426
10	R	9426
10	J	9441
9	R	9441
9	J	9456
16	R	9456
16	J	9471
15	R	9471
15	J	9486
14	R	9486
14	J	9501
13	R	9501
13	J	9516
12	R	9516
8	J	9531
12	J	9531
8	R	9531
8	W	9531
11	R	9531
11	J	9546
10	R	9546
10	J	9561
9	R	9561
9	J	9576
16	R	9576
16	J	9591
15	R	9591
15	J	9606
14	R	9606
14	J	9621
13	R	9621
8	J	9636
13	J	9636
8	R	9636
8	W	9636
12	R	9636
12	J	9651
11	R	9651
11	J	9666
10	R	9666
10	J	9681
9	R	9681
9	J	9696
16	R	9696
16	J	9711
15	R	9711
15	J	9726
14	R	9726
8	J	9741
14	J	9741
8	R	9741
8	W	9741
13	R	9741
13	J	9756
12	R	9756
12	J	9771
11	R	9771
11	J	9786
10	R	9786
10	J	9801
9	R	9801
9	J	9816
16	R	9816
16	J	9831
15	R	9831
8	J	9846
15	J	9846
8	R	9846
8	W	9846
14	R	9846
14	J	9861
13	R	9861
13	J	9876
12	R	9876
12	J	9891
11	R	9891
11	J	9906
10	R	9906
10	J	9921
9	R	9921
9	W	9931
16	R	9931
16	J	9946
15	R	9946
8	J	9961
15	J	9961
8	R	9961
8	W	9961
14	R	9961
14	J	9976
13	R	9976
13	J	9991
12	R	9991
12	J	10006
11	R	10006
11	J	10021
10	R	10021
9	J	10036
10	J	10036
9	R	10036
9	W	10036
16	R	10036
16	J	10051
15	R	10051
8	J	10066
15	J	10066
8	R	10066
8	W	10066
14	R	10066
14	J	10081
13	R	10081
13	J	10096
12	R	10096
12	J	10111
11	R	10111
11	J	10126
10	R	10126
9	J	10141
10	J	10141
9	R	10141
9	W	10141
16	R	10141
16	J	10156
15	R	10156
8	J	10171
15	J	10171
8	R	10171
8	W	10171
14	R	10171
14	J	10186
13	R	10186
13	J	10201
12	R	10201
12	J	10216
11	R	10216
11	J	10231
10	R	10231
9	J	10246
10	J	10246
9	R	10246
9	W	10246
16	R	10246
16	J	10261
15	R	10261
8	J	10276
15	J	10276
8	R	10276
8	E	10276
6	J	10276
6	R	10276
6	W	10276
14	R	10276
14	J	10291
13	R	10291
13	J	10306
12	R	10306
12	J	10321
11	R	10321
11	J	10336
10	R	10336
9	J	10351
10	J	10351
9	R	10351
9	W	10351
16	R	10351
16	J	10366
15	R	10366
15	J	10381
14	R	10381
14	J	10396
13	R	10396
13	J	10411
12	R	10411
12	J	10426
11	R	10426
11	J	10441
10	R	10441
9	J	10456
10	J	10456
9	R	10456
9	W	10456
16	R	10456
16	J	10471
15	R	10471
15	J	10486
14	R	10486
14	J	10501
13	R	10501
13	J	10516
12	R	10516
12	J	10531
11	R	10531
11	J	10546
10	R	10546
9	J	10561
10	J	10561
9	R	10561
9	W	10561
16	R	10561
16	J	10576
15	R	10576
15	J	10591
14	R	10591
14	J	10606
13	R	10606
13	J	10621
12	R	10621
12	J	10636
11	R	10636
11	J	10651
10	R	10651
9	J	10666
10	J	10666
9	R	10666
9	W	10666
16	R	10666
16	J	10681
15	R	10681
15	J	10696
14	R	10696
14	J	10711
13	R	10711
13	J	10726
12	R	10726
12	J	10741
11	R	10741
11	J	10756
10	R	10756
9	J	10771
10	J	10771
9	R	10771
9	W	10771
16	R	10771
16	J	10786
15	R	10786
15	J	10801
14	R	10801
14	J	10816
13	R	10816
13	J	10831
12	R	10831
12	J	10846
11	R	10846
11	J	10861
10	R	10861
9	J	10876
10	J	10876
9	R	10876
9	W	10876
16	R	10876
16	J	10891
15	R	10891
15	J	10906
14	R	10906
14	J	10921
13	R	10921
13	J	10936
12	R	10936
12	J	10951
11	R	10951
11	J	10966
10	R	10966
9	J	10981
10	J	10981
9	R	10981
9	W	10981
16	R	10981
16	J	10996
15	R	10996
15	J	11011
14	R	11011
14	J	11026
13	R	11026
13	J	11041
12	R	11041
12	J	11056
11	R	11056
11	J	11071
10	R	11071
9	J	11086
10	J	11086
9	R	11086
9	W	11086
16	R	11086
16	J	11101
15	R	11101
15	J	11116
14	R	11116
14	J	11131
13	R	11131
13	J	11146
12	R	11146
12	J	11161
11	R	11161
11	J	11176
10	R	11176
9	J	11191
10	J	11191
9	R	11191
9	W	11191
16	R	11191
16	J	11206
15	R	11206
15	J	11221
14	R	11221
14	J	11236
13	R	11236
13	J	11251
12	R	11251
12	J	11266
11	R	11266
11	J	11281
10	R	11281
9	J	11296
10	J	11296
9	R	11296
9	W	11296
16	R	11296
16	J	11311
15	R	11311
15	J	11326
14	R	11326
14	J	11341
13	R	11341
13	J	11356
12	R	11356
12	J	11371
11	R	11371
11	J	11386
10	R	11386
10	W	11386
16	R	11386
9	J	11401
16	J	11401
9	R	11401
9	W	11401
15	R	11401
15	J	11416
14	R	11416
14	J	11431
13	R	11431
13	J	11446
12	R	11446
12	J	11461
11	R	11461
11	J	11476
16	R	11476
10	J	11491
16	J	11491
10	R	11491
10	W	11491
15	R	11491
9	J	11506
15	J	11506
9	R	11506
9	W	11506
14	R	11506
14	J	11521
13	R	11521
13	J	11536
12	R	11536
12	J	11551
11	R	11551
11	J	11566
16	R	11566
16	J	11581
15	R	11581
10	J	11596
15	J	11596
10	R	11596
10	W	11596
14	R	11596
9	J	11611
14	J	11611
9	R	11611
9	E	11611
6	J	11611
6	R	11611
6	W	11611
13	R	11611
13	J	11626
12	R	11626
12	J	11641
11	R	11641
11	J	11656
16	R	11656
16	J	11671
15	R	11671
15	J	11686
14	R	11686
10	J	11701
14	J	11701
10	R	11701
10	W	11701
13	R	11701
13	J	11716
12	R	11716
12	J	11731
11	R	11731
11	J	11746
16	R	11746
16	J	11761
15	R	11761
15	J	11776
14	R	11776
14	J	11791
13	R	11791
10	J	11806
13	J	11806
10	R	11806
10	W	11806
12	R	11806
12	J	11821
11	R	11821
11	J	11836
16	R	11836
16	J	11851
15	R	11851
15	J	11866
14	R	11866
14	J	11881
13	R	11881
13	J	11896
12	R	11896
10	J	11911
12	J	11911
10	R	11911
10	W	11911
11	R	11911
11	J	11926
16	R	11926
16	J	11941
15	R	11941
15	J	11956
14	R	11956
14	J	11971
13	R	11971
13	J	11986
12	R	11986
12	J	12001
11	R	12001
10	J	12016
11	J	12016
10	R	12016
10	W	12016
16	R	12016
16	J	12031
15	R	12031
15	J	12046
14	R	12046
14	J	12061
13	R	12061
13	J	12076
12	R	12076
12	J	12091
11	R	12091
11	J	12106
16	R	12106
10	J	12121
16	J	12121
10	R	12121
10	W	12121
15	R	12121
15	J	12136
14	R	12136
14	J	12151
13	R	12151
13	J	12166
12	R	12166
12	J	12181
11	R	12181
11	J	12196
16	R	12196
16	J	12211
15	R	12211
10	J	12226
15	J	12226
10	R	12226
10	W	12226
14	R	12226
14	J	12241
13	R	12241
13	J	12256
12	R	12256
12	J	12271
11	R	12271
11	J	12286
16	R	12286
16	J	12301
15	R	12301
15	J	12316
14	R	12316
10	J	12331
14	J	12331
10	R	12331
10	W	12331
13	R	12331
13	J	12346
12	R	12346
12	J	12361
11	R	12361
11	J	12376
16	R	12376
16	J	12391
15	R	12391
15	J	12406
14	R	12406
14	J	12421
13	R	12421
10	J	12436
13	J	12436
10	R	12436
10	W	12436
12	R	12436
12	J	12451
11	R	12451
11	J	12466
16	R	12466
16	J	12481
15	R	12481
15	J	12496
14	R	12496
14	J	12511
13	R	12511
13	J	12526
12	R	12526
10	J	12541
12	J	12541
10	R	12541
10	W	12541
11	R	12541
11	W	12546
16	R	12546
16	J	12561
15	R	12561
15	J	12576
14	R	12576
14	J	12591
13	R	12591
13	J	12606
12	R	12606
12	J	12621
16	R	12621
16	J	12636
15	R	12636
11	J	12651
10	J	12651
15	J	12651
10	R	12651
10	W	12651
11	R	12651
11	W	12651
14	R	12651
14	J	12666
13	R	12666
13	J	12681
12	R	12681
12	J	12696
16	R	12696
16	J	12711
15	R	12711
15	J	12726
14	R	12726
14	J	12741
13	R	12741
11	J	12756
10	J	12756
13	J	12756
10	R	12756
10	W	12756
11	R	12756
11	W	12756
12	R	12756
12	J	12771
16	R	12771
16	J	12786
15	R	12786
15	J	12801
14	R	12801
14	J	12816
13	R	12816
13	J	12831
12	R	12831
12	J	12846
16	R	12846
11	J	12861
10	J	12861
16	J	12861
11	R	12861
11	W	12861
10	R	12861
10	E	12861
6	J	12861
6	R	12861
6	W	12861
15	R	12861
15	J	12876
14	R	12876
14	J	12891
13	R	12891
13	J	12906
12	R	12906
12	J	12921
16	R	12921
16	J	12936
15	R	12936
15	J	12951
14	R	12951
11	J	12966
14	J	12966
11	R	12966
11	W	12966
13	R	12966
13	J	12981
12	R	12981
12	J	12996
16	R	12996
16	J	13011
15	R	13011
15	J	13026
14	R	13026
14	J	13041
13	R	13041
13	J	13056
12	R	13056
11	J	13071
12	J	13071
11	R	13071
11	W	13071
16	R	13071
16	J	13086
15	R	13086
15	J	13101
14	R	13101
14	J	13116
13	R	13116
13	J	13131
12	R	13131
12	J	13146
16	R	13146
16	J	13161
15	R	13161
11	J	13176
15	J	13176
11	R	13176
11	W	13176
14	R	13176
14	J	13191
13	R	13191
13	J	13206
12	R	13206
12	J	13221
16	R	13221
16	J	13236
15	R	13236
15	J	13251
14	R	13251
14	J	13266
13	R	13266
11	J	13281
13	J	13281
11	R	13281
11	W	13281
12	R	13281
12	J	13296
16	R	13296
16	J	13311
15	R	13311
15	J	13326
14	R	13326
14	J	13341
13	R	13341
13	J	13356
12	R	13356
12	J	13371
16	R	13371
11	J	13386
16	J	13386
11	R	13386
11	W	13386
15	R	13386
15	J	13401
14	R	13401
14	J	13416
13	R	13416
13	J	13431
12	R	13431
12	J	13446
16	R	13446
16	J	13461
15	R	13461
15	J	13476
14	R	13476
11	J	13491
14	J	13491
11	R	13491
11	W	13491
13	R	13491
13	J	13506
12	R	13506
12	W	13516
16	R	13516
16	J	13531
15	R	13531
15	J	13546
14	R	13546
14	J	13561
13	R	13561
13	J	13576
16	R	13576
16	J	13591
15	R	13591
11	J	13606
15	J	13606
11	R	13606
11	W	13606
14	R	13606
12	J	13621
14	J	13621
12	R	13621
12	W	13621
13	R	13621
13	J	13636
16	R	13636
16	J	13651
15	R	13651
15	J	13666
14	R	13666
14	J	13681
13	R	13681
13	J	13696
16	R	13696
11	J	13711
16	J	13711
11	R	13711
11	W	13711
15	R	13711
12	J	13726
15	J	13726
12	R	13726
12	W	13726
14	R	13726
14	J	13741
13	R	13741
13	J	13756
16	R	13756
16	J	13771
15	R	13771
15	J	13786
14	R	13786
14	J	13801
13	R	13801
11	J	13816
13	J	13816
11	R	13816
11	E	13816
6	J	13816
6	R	13816
6	W	13816
16	R	13816
12	J	13831
16	J	13831
12	R	13831
12	W	13831
15	R	13831
15	J	13846
14	R	13846
14	J	13861
13	R	13861
13	J	13876
16	R	13876
16	J	13891
15	R	13891
15	J	13906
14	R	13906
14	J	13921
13	R	13921
12	J	13936
13	J	13936
12	R	13936
12	W	13936
16	R	13936
16	J	13951
15	R	13951
15	J	13966
14	R	13966
14	J	13981
13	R	13981
13	J	13996
16	R	13996
16	J	14011
15	R	14011
15	J	14026
14	R	14026
12	J	14041
14	J	14041
12	R	14041
12	W	14041
13	R	14041
13	J	14056
16	R	14056
16	J	14071
15	R	14071
15	J	14086
14	R	14086
14	J	14101
13	R	14101
13	J	14116
16	R	14116
16	J	14131
15	R	14131
12	J	14146
15	J	14146
12	R	14146
12	W	14146
14	R	14146
14	J	14161
13	R	14161
13	J	14176
16	R	14176
16	J	14191
15	R	14191
15	J	14206
14	R	14206
14	J	14221
13	R	14221
13	J	14236
16	R	14236
12	J	14251
16	J	14251
12	R	14251
12	W	14251
15	R	14251
15	J	14266
14	R	14266
14	J	14281
13	R	14281
13	J	14296
16	R	14296
16	J	14311
15	R	14311
15	J	14326
14	R	14326
14	J	14341
13	R	14341
13	W	14341
16	R	14341
12	J	14356
16	J	14356
12	R	14356
12	W	14356
15	R	14356
15	J	14371
14	R	14371
14	J	14386
16	R	14386
16	J	14401
15	R	14401
15	J	14416
14	R	14416
14	J	14431
16	R	14431
13	J	14446
16	J	14446
13	R	14446
13	W	14446
15	R	14446
12	J	14461
15	J	14461
12	R	14461
12	W	14461
14	R	14461
14	J	14476
16	R	14476
16	J	14491
15	R	14491
15	J	14506
14	R	14506
14	J	14521
16	R	14521
16	J	14536
15	R	14536
13	J	14551
15	J	14551
13	R	14551
13	W	14551
14	R	14551
12	J	14566
14	J	14566
12	R	14566
12	E	14566
6	J	14566
6	R	14566
6	W	14566
16	R	14566
16	J	14581
15	R	14581
15	J	14596
14	R	14596
14	J	14611
16	R	14611
16	J	14626
15	R	14626
15	J	14641
14	R	14641
13	J	14656
14	J	14656
13	R	14656
13	W	14656
16	R	14656
16	J	14671
15	R	14671
15	J	14686
14	R	14686
14	J	14701
16	R	14701
16	J	14716
15	R	14716
15	J	14731
14	R	14731
14	J	14746
16	R	14746
13	J	14761
16	J	14761
13	R	14761
13	W	14761
15	R	14761
15	J	14776
14	R	14776
14	J	14791
16	R	14791
16	J	14806
15	R	14806
15	J	14821
14	R	14821
14	J	14836
16	R	14836
16	J	14851
15	R	14851
13	J	14866
15	J	14866
13	R	14866
13	W	14866
14	R	14866
14	J	14881
16	R	14881
16	J	14896
15	R	14896
15	J	14911
14	R	14911
14	W	14916
16	R	14916
16	J	14931
15	R	14931
15	J	14946
16	R	14946
16	J	14961
15	R	14961
13	J	14976
15	J	14976
13	R	14976
13	W	14976
16	R	14976
16	J	14991
15	R	14991
15	J	15006
16	R	15006
14	J	15021
16	J	15021
14	R	15021
14	W	15021
15	R	15021
15	J	15036
16	R	15036
16	J	15051
15	R	15051
15	J	15066
16	R	15066
13	J	15081
16	J	15081
13	R	15081
13	W	15081
15	R	15081
15	J	15096
16	R	15096
16	J	15111
15	R	15111
14	J	15126
15	J	15126
14	R	15126
14	W	15126
16	R	15126
16	J	15141
15	R	15141
15	J	15156
16	R	15156
16	J	15171
15	R	15171
13	J	15186
15	J	15186
13	R	15186
13	E	15186
6	J	15186
6	R	15186
6	W	15186
16	R	15186
16	J	15201
15	R	15201
15	J	15216
16	R	15216
14	J	15231
16	J	15231
14	R	15231
14	W	15231
15	R	15231
15	J	15246
16	R	15246
16	J	15261
15	R	15261
15	J	15276
16	R	15276
16	J	15291
15	R	15291
15	W	15301
16	R	15301
14	J	15346
16	J	15346
14	R	15346
14	W	15346
16	R	15346
15	J	15406
16	J	15406
15	R	15406
15	W	15406
16	R	15406
14	J	15451
16	J	15451
14	R	15451
14	W	15451
16	R	15451
16	W	15496
0	R	15496
15	J	15507
15	R	15507
15	W	15507
0	R	15507
14	J	15552
14	R	15552
14	E	15552
6	J	15552
6	R	15552
6	W	15552
0	R	15552
16	J	15597
16	R	15597
16	W	15597
0	R	15597
15	J	15608
15	R	15608
15	W	15608
0	R	15608
16	J	15698
16	R	15698
16	E	15698
6	J	15698
6	R	15698
6	W	15698
0	R	15698
15	J	15709
15	R	15709
15	E	15709
6	J	15709
6	R	15709
6	E	15710
4	J	15710
4	R	15710
17	N	15710
17	J	15711
4	W	15711
17	R	15711
4	J	15713
17	E	15714
4	R	15714
4	W	15714
0	R	15714
4	J	34291
4	R	34291
4	W	34291
0	R	34291
4	J	34363
4	R	34363
4	W	34364
0	R	34364
4	J	34417
4	R	34417
4	W	34417
0	R	34417
4	J	34453
4	R	34453
4	W	34453
0	R	34453
4	J	34598
4	R	34598
4	W	34598
0	R	34598
4	J	34707
4	R	34707
4	W	34707
0	R	34707
4	J	34814
4	R	34814
4	W	34814
0	R	34814
4	J	34958
4	R	34958
4	W	34958
0	R	34958
4	J	41749
4	R	41749
18	N	41750
18	J	41751
4	W	41751
18	R	41751
